BOMMES FERTIG;;Stck;;;;;;0;0;0;;;;
TEST PREISBERECHNUNG;;Stck;;;;;;0;0;0;;;;
TESTNUTZEN;;Stck;;;;;;0;0;0;;;;
4711-1;testartikel;Stck;;;;;;0;0;0;;;;
TEST-MFZ-2;Test für MFZ 2;Stck;;;;;;0;0;0;;;;
TEST-MFZ-0;Test für MFZ Hauptvariante;Stck;;;;;;0;0;0;;;;
PC.TEST-WS;Test-PC für V_ArtikelVerplant;Stck;;;;;;0;0;0;;;;
TEST+-;Baugruppe Test plus/minus;Stck;;;;;;0;0;0;;;;
BGR-WEKO-TEST;Test für Weko;Stck;;;;;;0;0;0;;;;
TESTDISPO1;;Stck;;;;;;0;0;0;;;;
WEKO-TEST;;Stck;;;;;;0;0;0;;;;
HYDROTEST;;Stck;;;;;;0;0;0;;;;
TEST-DUERSELEN;Testartikel Dürselen;Stck;;;;;;0;0;0;;;;
TEST-VARIANTE;;Stck;;;;;;0;0;0;;;;
TESTCHAR;;Stck;;;;;;0;1;0;;;;
TESTSNR;;Stck;;;;;;1;0;0;;;;
WAHLWEISE;;Stck;;;;;;0;0;0;;;;
CNS HAUPT;;Stck;;;;;;0;0;0;;;;
TESTBAUUMBUCHUNG;;Stck;;;;;;0;0;0;;;;
TESTGITTERBOX;;Stck;;;;;;0;0;0;;;;
DUMMY BAUGRUPPE;;Stck;;;;;;0;0;0;;;;
TEST-OLBERTS1;;Stck;;;;;;0;0;0;;;;
B1;;Stck;;;;;;0;0;0;;;;
B3;;Stck;;;;;;0;0;0;;;;
PRUEFBERICHT;pruefbericht;Stck;;;;;;1;0;0;;;;
INSERTARTIKEL;;Stck;;;;;;0;0;0;;;;
TESTFREMDBAU;;Stck;;;;;;0;0;0;;;;
SW50;;Stck;;;;;;0;0;0;;;;
SW55;;Stck;;;;;;0;0;0;;;;
B1050;Rad 10 Zoll;Stck;;;;;;0;0;0;;;;
TEST ANSICHT;;Stck;;;;;;0;0;0;;;;
KUNDE FERTIG;;Stck;;;;;;0;0;0;;;;
VARTEST-FERT;;Stck;;;;;;0;0;0;;;;
TEST KDB B;;Stck;;;;;;0;0;0;;;vxcvxc;
511715;;Stck;;;;;;0;0;0;;;;
SNRBAUGRUPPE;;Stck;;;;;;1;0;0;;;;
BAUGRUPPE BOHREN;Gebohrte Platte;Stck;;;;;;0;0;0;;;;
KLEINBAUGRUPPE;kleinbaugruppe zum Fertigen;Stck;;;;;;0;0;0;;;;
BAUTK;;Stck;;;;;;0;1;0;;;;
35252;Drehen;;;;;;;0;0;0;;;;
TEST LEISTUNGSEINHEIT;;Stck;;;;;;0;0;0;;;;
CHARGENBEISTELLING;;Stck;;;;;;0;0;0;;;;
BEI MEHR;;Stck;;;;;;0;0;0;;;;
BEI MEHR1;;Stck;;;;;;0;0;0;;;;
BEI MEHR2;;Stck;;;;;;0;0;0;;;;
TESTFREMDBAU G;;Stck;;;;;;0;0;0;;;;
KZLOHN;;Stck;;;;;;0;0;0;;;;
SDFASDF;;Stck;;;;;;0;0;0;;;;
FDERS;;Stck;;;;;;0;0;0;;;;
BAU TEILFERTIG;;Stck;;;;;;0;0;0;;;;
EKBAU;;Stck;;;;;;0;0;0;;;;
TESTUEB;;Stck;;;;;;0;0;0;;;;
VARIBAU-III-HHH;;Stck;;;;;;0;0;0;;;;
BAUOHNEBAU;;Stck;;;;;;0;0;0;;;;
KALK FERT END;;Stck;;;;;;0;0;0;;;;
KALK FERT 1;;Stck;;;;;;0;0;0;;;;
KALK FERT 2;;Stck;;;;;;0;0;0;;;;
TEST;;Stck;;;;;;0;0;0;;;;
TK;tk;Stck;;;;;;0;0;0;;;;
4711;testartikel;Stck;;;;;;0;0;0;;;;
TISCHPLATTE2200X800;Tischplatte 2200mm x 800mm;Stck;qm;;;;;0;0;0;;;;
KULL.500;Reiner Test der Baugruppen;Stck;SATZ;;;;;0;0;0;;;;
KULL.DISTANZ.00002;Distanzring Silber;Stck;;;;;;0;0;0;;;;
KULL.DISTANZ.00003;Etwas anderes;Stck;SATZ;;;;;0;0;0;;;;
KULL.111;Distanzring Silber;Stck;;;;;;0;0;0;;;;
KULL.DISTANZ.00001;Distanzring Gold;Stck;;;;;;0;0;0;;;;
KULL.101;;;;;;;;0;0;0;;;;
KULL.DRUCK.T1.0001;;Stck;SATZ;;;;;0;0;0;;;;
KULL.888;Einfarbiger Druck;SATZ;;;;;;0;0;0;;;;
KULL.889;Einfarbiger Druck;SATZ;;;;;;0;0;0;;;;
KULL.222;Aufdruck;;;;;;;0;0;0;;;;
KULL.890;MehrfarbigerDruck;SATZ;;;;;;0;0;0;;;;
KULL.014;Feder spiral;Stck;;;;;;0;0;0;;;;
KULL.100;Kugelschreiber;Stck;;;;;;0;0;0;;;;
KULL.005;Oberteil Kunstoff Weiss;Stck;;;;;;0;0;0;;;;
KULL.112;Oberteil Kunstoff Schwarz;Stck;;;;;;0;0;0;;;;
KULL.0113;Oberteil Kunstoff Gelb;Stck;;;;;;0;0;0;;;;
KULL.114;Oberteil Kunstoff Gelb;Stck;;;;;;0;0;0;;;;
KULL.116;Oberteil Kunstoff Rot;Stck;;;;;;0;0;0;;;;
KULL.115;Oberteil Kunstoff Grün;Stck;;;;;;0;0;0;;;;
KULL.KUNSTU.00001;Noch mal;Stck;SATZ;;;;;0;0;0;;;;
KULL.122;Unterteil Kunstoff Weiss;Stck;;;;;;0;0;0;;;;
KULL.003;Distanzring Gold;Stck;;;;;;0;0;0;;;;
KULL.123;Unterteil Kunstoff Grün;Stck;;;;;;0;0;0;;;;
KULL.124;Unterteil Kunstoff Blau;Stck;;;;;;0;0;0;;;;
KULL.004;Unterteil Kunstoff Rot;Stck;;;;;;0;0;0;;;;
KULL.121;Unterteil Kunstoff Schwarz;Stck;;;;;;0;0;0;;;;
KULL.009;Oberteil Metall Silber;Stck;;;;;;0;0;0;;;;
KULL.012;Oberteil Metall Schwarz;Stck;;;;;;0;0;0;;;;
KULL.013;Oberteil Metall Gold;Stck;;;;;;0;0;0;;;;
KULL.133;Unterteil Metall Gold;Stck;;;;;;0;0;0;;;;
KULL.008;Unterteil Metall Schwarz;Stck;;;;;;0;0;0;;;;
KULL.132;Unterteil Metall Silber;Stck;;;;;;0;0;0;;;;
KULL.002;Mine-Rot;Stck;;;;;;0;0;0;;;;
KULL.011;Mine-Schwarz;Stck;;;;;;0;0;0;;;;
KULL.312;Mine-Grün;Stck;;;;;;0;0;0;;;;
KULL.001;Mine-blau;Stck;;;;;;0;0;0;;;;
MECHANGE;;m;kg;;;;;0;0;0;;;;
VOLUMEN15M2;;paus;Stck;;;;;0;0;0;;;;
ME2-20;ME2-20;Stck;kg;;;;;0;0;0;;;;
BLECH-ALS-BAUGRUPPE-OHNE-MATERIAL;Test für Bommes;Stck;kg;Dicke;Breite;Länge;;0;0;0;;;;
ALIMEX;;Stck;kg;Dicke;Breite;Länge;;0;1;0;;;;
K7-AMD 5000;CPU;Stck;SATZ;;;;;0;0;0;;;;
FORMULARTESTARTIKEL;;Stck;kg;Dicke;Breite;Länge;;0;0;0;;;;
BLECH2;Blech2;Stck;kg;Dicke;Breite;Länge;;0;0;0;;;;
IBM-FESTPLATTE;Festplatte 75000;Stck;kg;;;;;1;0;0;;;;
BLECH;Blech;Stck;kg;Dicke;Breite;Länge;;0;1;0;;;;
BLECH1;Blech1;Std;kg;Dicke;Breite;Länge;;0;0;0;;;;
ABIT ME6;Mainboard;Stck;SATZ;;;;;0;0;0;;;;
ME2;Mengeneinheit 2;Stck;m;;;;;0;0;0;;;;
TEST APL;;Stck;kg;;;;;0;0;0;;;;
COMPUTERBAU1;Mainboard;Stck;SATZ;;;;;0;0;0;;;;
COMPUTERBAU;Mainboard;Stck;SATZ;;;;;0;0;0;;;;
VOLUMEN10M2;;paus;Stck;;;;;0;0;0;;;;
WUER2;Test StaffelPreisVeränderung;Stck;kg;Länge;Breite;Dicke;;0;0;0;;;;
WUERFEL;Würfel;Stck;kg;Länge;Breite;Dicke;;1;1;0;;;;
WUER1;UnterWuerfel;Stck;kg;Länge;Breite;Dicke;;0;0;0;;;;
WEIZEN V;;kg;;;;;;0;0;0;;;;
MAT1;;Stck;;;;;;0;0;0;;;;
MAT2;;Stck;;;;;;0;0;0;;;;
MAT3;;Stck;;;;;;0;0;0;;;;
MAT;;Stck;;;;;;0;0;0;;;;
TESTBAU;testa;Stck;;;;;;0;0;0;;;;
ME2FAKTOR;;Stck;kg;;;;;0;0;0;;;;
SPANPLATTE3000X1000;Spanplatte 3000mm x 1000mm;Stck;qm;;;;;0;0;0;;;;
HOLZ1;21/155mm Eiche Natur;Stck;qm;Länge;Breite;Dicke;;0;0;0;;;;
HOLZ2;21/135mm Eiche rustikal;Stck;qm;Länge;Breite;Dicke;;0;0;0;;;;
HOLZ.21.100;;Stck;qm;;;;;0;0;0;;;;
HOLZ.21.200;;Stck;;;;;;0;0;0;;;;
HOLZ.21.ALLG;;Stck;;;;;;0;0;0;;;;
HOLZ.21;;Stck;;;;;;0;0;0;;;;
ME2FORMEL;;Stck;kg;Länge;Breite;Dicke;;0;0;0;;;;
ME1FORMEL;;kg;;;;;;0;0;0;;;;
KUNDEBEI-BAUGRUPPE;;;;;;;;0;0;0;;;;
LEITERPLATTE;;;;;;;;0;0;0;;;;
FREMDFERTIGUNG DIENSTLEISTUNG;;Stck;;;;;;0;0;1;;;;
BBBB;;;;;;;;0;0;0;;;;
TDB1;TestDispoBaugruppe1;;;;;;;0;0;0;;;;
TDB2;TestDispoBaugruppe2;;;;;;;0;0;0;;;;
TDM1;TestDipoMaterial1;;;;;;;0;0;0;;;;
TDM2;TestDipoMaterial2;;;;;;;0;0;0;;;;
TESTBAUGRUPPE;;Stck;;;;;;0;0;0;;;;
COMPUTER;;Stck;;;;;;0;0;0;;;;
GEHAEUSELACKIEREN;;Stck;;;;;;0;0;0;;;;
MOTHERBOARD;;Stck;;;;;;0;0;0;;;;
GEHAEUSEROH;;Stck;;;;;;0;0;0;;;;
TESTDISPO BAUGRUPPE;;;;;;;;0;0;0;;;;
BLUMEN ROT;Blumen Rot;Stck;;;;;;0;0;0;;;;
BLUMEN GELB;Blumen Gelb;Stck;;;;;;0;0;0;;;;
BLUMEN BLAU;Blumen Blau;Stck;;;;;;0;0;0;;;;
SCHIEB.100MM-2;Analoge Schieblehre bis 100mm;Stck;;;;;;1;0;0;;;;
SCHIEB.100MM;Analoge Schieblehre bis 100mm;Stck;;;;;;1;0;0;;;;
BOHRER 8MM;Bohrer 8 mm;;;;;;;1;0;0;;;;
FORM;;;;;;;;1;0;0;;;;
EINMALBOHRER;;;;;;;;1;0;0;;;;
BOHRER 7MM;Bohrer 7 mm;;;;;;;1;0;0;;;;
GUSSFORM;;;;;;;;1;0;0;;;;
TW;;;;;;;;1;0;0;;;;
URSPRUNG;;;;;;;;1;0;1;;;;
URSPRUNG3;;;;;;;;0;0;1;;;;
SNRHERKUNFT;snrursprung;;;;;;;1;1;1;;;;
URSPRUNG CHARGE;;;;;;;;0;1;1;;;;
HERKUNFTSLAND;;Stck;;;;;;0;0;1;;;;
URSPRUNG-SNR;;Stck;;;;;;1;0;1;;;;
URSPRUNG-CHARGE;;Stck;;;;;;0;1;1;;;;
URSPRUNG-ALLEINE;;Stck;;;;;;0;0;1;;;;
URSPRUNG2;;;;;;;;0;0;1;;;;
KIMMEL 1;;SATZ;Stck;;;;;0;0;0;1111111123454;;;
KIMMEL 2;;SATZ;Stck;;;;;0;0;0;1111111223451;;;
KIMMEL 3;;Stck;m;;;;;0;0;0;1111111323458;;;
KIMMEL 4;;Stck;;;;;;0;0;0;1111111423455;;;
STAFFELPREISLISTE;;kg;cm;;;;;0;0;0;;;;
FFFGFGS;;kg;cm;;;;;0;0;0;;;;
TL;;kg;cm;;;;;0;0;0;;;;
REK NORMAL;;Stck;;;;;;1;1;0;1212345123453;REK NORMAL;;
TEST3STUFIG;;kg;cm;;;;;0;0;0;;;;
TEST3STUFIG MAT;;kg;cm;;;;;0;0;0;;;;
TEST3STUFIG UNTERBAU;;kg;cm;;;;;0;0;0;;;;
SPL-BRUTTO;;kg;cm;;;;;0;0;0;;;;
B1000-U;Roller Modell 1000;Stck;;;;;;0;0;1;;;EDI123;
INV-ME2-FORMEL;;Stck;kg;l;b;;;0;0;1;;;;
INV-ME2-ALLES;;Stck;kg;l;b;;;1;1;1;;;;
INV-ALLG;;Stck;;;;;;0;0;0;;;;
INV-ALLES;;Stck;;;;;;1;1;1;;;;
INV-SNR;;Stck;;;;;;1;0;0;;;;
INV-CHARGE;;Stck;;;;;;0;1;0;;;;
INV-LAND;;Stck;;;;;;0;0;1;;;;
INV-ME2;;Stck;kg;;;;;0;0;0;;;;
